Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF03810,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8932,mir-8932 microRNA precursor family,Gene; miRNA;
RF03811,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1896,mir-1896 microRNA precursor family,Gene; miRNA;
RF03814,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2797,mir-2797 microRNA precursor family,Gene; miRNA;
RF03815,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3051,mir-3051 microRNA precursor family,Gene; miRNA;
RF03817,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3836,mir-3836 microRNA precursor family,Gene; miRNA;
RF03820,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-5429,mir-5429 microRNA precursor family,Gene; miRNA;
RF03821,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2002,mir-2002 microRNA precursor family,Gene; miRNA;
RF03822,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3931,mir-3931 microRNA precursor family,Gene; miRNA;
RF03823,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1814,mir-1814 microRNA precursor family,Gene; miRNA;
RF03825,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2335,mir-2335 microRNA precursor family,Gene; miRNA;
RF03827,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2229,mir-2229 microRNA precursor family,Gene; miRNA;
RF03829,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1257,mir-1257 microRNA precursor family,Gene; miRNA;
RF03830,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1003,mir-1003 microRNA precursor family,Gene; miRNA;
RF03831,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-627,mir-627 microRNA precursor family,Gene; miRNA;
RF03833,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-5928,mir-5928 microRNA precursor family,Gene; miRNA;
RF03834,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3173,mir-3173 microRNA precursor family,Gene; miRNA;
RF03835,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-955,mir-955 microRNA precursor family,Gene; miRNA;
RF03836,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3547,mir-3547 microRNA precursor family,Gene; miRNA;
RF03837,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3138,mir-3138 microRNA precursor family,Gene; miRNA;
RF03840,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3064,mir-3064 microRNA precursor family,Gene; miRNA;
RF03841,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8941,mir-8941 microRNA precursor family,Gene; miRNA;
RF03844,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3190,mir-3190 microRNA precursor family,Gene; miRNA;
RF03845,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3327,mir-3327 microRNA precursor family,Gene; miRNA;
RF03846,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4861,mir-4861 microRNA precursor family,Gene; miRNA;
RF03847,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1538,mir-1538 microRNA precursor family,Gene; miRNA;
RF03848,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1549,mir-1549 microRNA precursor family,Gene; miRNA;
RF03850,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-961,mir-961 microRNA precursor family,Gene; miRNA;
RF03851,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1002,mir-1002 microRNA precursor family,Gene; miRNA;
RF03852,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-610,mir-610 microRNA precursor family,Gene; miRNA;
RF03853,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2013,mir-2013 microRNA precursor family,Gene; miRNA;
RF03854,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1949,mir-1949 microRNA precursor family,Gene; miRNA;
RF03856,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1188,mir-1188 microRNA precursor family,Gene; miRNA;
RF03857,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3129,mir-3129 microRNA precursor family,Gene; miRNA;
RF03858,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1991,mir-1991 microRNA precursor family,Gene; miRNA;
RF03859,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-6132,mir-6132 microRNA precursor family,Gene; miRNA;
RF03861,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4484,mir-4484 microRNA precursor family,Gene; miRNA;
RF03863,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1258,mir-1258 microRNA precursor family,Gene; miRNA;
RF03865,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7637,mir-7637 microRNA precursor family,Gene; miRNA;
RF03866,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1889,mir-1889 microRNA precursor family,Gene; miRNA;
RF03867,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4081,mir-4081 microRNA precursor family,Gene; miRNA;
RF03869,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2834,mir-2834 microRNA precursor family,Gene; miRNA;
RF03870,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2040,mir-2040 microRNA precursor family,Gene; miRNA;
RF03871,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-5681,mir-5681 microRNA precursor family,Gene; miRNA;
RF03873,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3192,mir-3192 microRNA precursor family,Gene; miRNA;
RF03874,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.99%), Eukaryota:Viridiplantae (0.01%)",mir-8834,mir-8834 microRNA precursor family,Gene; miRNA;
RF03876,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7132,mir-7132 microRNA precursor family,Gene; miRNA;
RF03877,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3937,mir-3937 microRNA precursor family,Gene; miRNA;
RF03879,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2831,mir-2831 microRNA precursor family,Gene; miRNA;
RF03880,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (97.50%), Eukaryota:Viridiplantae (2.50%)",mir-1684,mir-1684 microRNA precursor family,Gene; miRNA;
RF03881,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-59,mir-59 microRNA precursor family,Gene; miRNA;
RF03882,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4889,mir-4889 microRNA precursor family,Gene; miRNA;
RF03883,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-9256,mir-9256 microRNA precursor family,Gene; miRNA;
RF03884,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-725,mir-725 microRNA precursor family,Gene; miRNA;
RF03885,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4178,mir-4178 microRNA precursor family,Gene; miRNA;
RF03886,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1993,mir-1993 microRNA precursor family,Gene; miRNA;
RF03887,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2511,mir-2511 microRNA precursor family,Gene; miRNA;
RF03888,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3160,mir-3160 microRNA precursor family,Gene; miRNA;
RF03889,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4776,mir-4776 microRNA precursor family,Gene; miRNA;
RF03891,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2545,mir-2545 microRNA precursor family,Gene; miRNA;
RF03892,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4860,mir-4860 microRNA precursor family,Gene; miRNA;
RF03893,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4879,mir-4879 microRNA precursor family,Gene; miRNA;
RF03894,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-5736,mir-5736 microRNA precursor family,Gene; miRNA;
RF03897,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4077,mir-4077 microRNA precursor family,Gene; miRNA;
RF03898,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7616,mir-7616 microRNA precursor family,Gene; miRNA;
RF03899,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-5912,mir-5912 microRNA precursor family,Gene; miRNA;
RF03900,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.68%), Eukaryota:Viridiplantae (0.32%)",mir-9242,mir-9242 microRNA precursor family,Gene; miRNA;
RF03903,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-679,mir-679 microRNA precursor family,Gene; miRNA;
RF03906,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3199,mir-3199 microRNA precursor family,Gene; miRNA;
RF03907,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4428,mir-4428 microRNA precursor family,Gene; miRNA;
RF03909,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3804,mir-3804 microRNA precursor family,Gene; miRNA;
RF03911,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1910,mir-1910 microRNA precursor family,Gene; miRNA;
RF03912,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4659,mir-4659 microRNA precursor family,Gene; miRNA;
RF03913,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-992,mir-992 microRNA precursor family,Gene; miRNA;
RF03917,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4449,mir-4449 microRNA precursor family,Gene; miRNA;
RF03918,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4922,mir-4922 microRNA precursor family,Gene; miRNA;
RF03919,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1540,mir-1540 microRNA precursor family,Gene; miRNA;
RF03920,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-237,mir-237 microRNA precursor family,Gene; miRNA;
RF03923,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-964,mir-964 microRNA precursor family,Gene; miRNA;
RF03924,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1228,mir-1228 microRNA precursor family,Gene; miRNA;
RF03925,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1011,mir-1011 microRNA precursor family,Gene; miRNA;
RF03929,Eukaryota+Metazoa/Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (75.00%), Eukaryota:Viridiplantae (25.00%)",mir-6579,mir-6579 microRNA precursor family,Gene; miRNA;
RF03930,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1909,mir-1909 microRNA precursor family,Gene; miRNA;
RF03931,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2061,mir-2061 microRNA precursor family,Gene; miRNA;
RF03932,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1597,mir-1597 microRNA precursor family,Gene; miRNA;
RF03935,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-763,mir-763 microRNA precursor family,Gene; miRNA;
RF03936,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4079,mir-4079 microRNA precursor family,Gene; miRNA;
RF03937,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-9456,mir-9456 microRNA precursor family,Gene; miRNA;
RF03938,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4662,mir-4662 microRNA precursor family,Gene; miRNA;
RF03939,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4868,mir-4868 microRNA precursor family,Gene; miRNA;
RF03941,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3158,mir-3158 microRNA precursor family,Gene; miRNA;
RF03942,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-5727,mir-5727 microRNA precursor family,Gene; miRNA;
RF03943,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1824,mir-1824 microRNA precursor family,Gene; miRNA;
RF03944,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-935,mir-935 microRNA precursor family,Gene; miRNA;
RF03945,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4876,mir-4876 microRNA precursor family,Gene; miRNA;
RF03946,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3132,mir-3132 microRNA precursor family,Gene; miRNA;
RF03947,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-658,mir-658 microRNA precursor family,Gene; miRNA;
RF03948,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-5045,mir-5045 microRNA precursor family,Gene; miRNA;
RF03949,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8830,mir-8830 microRNA precursor family,Gene; miRNA;
RF03950,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4928,mir-4928 microRNA precursor family,Gene; miRNA;
RF03951,Eukaryota+Viridiplantae/Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (90.00%), Eukaryota:Viridiplantae (10.00%)",MIR7725,MIR7725 microRNA precursor family,Gene; miRNA;
RF03952,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3718,mir-3718 microRNA precursor family,Gene; miRNA;
RF03953,Eukaryota+Metazoa/No Data,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",No Data,mir-5350,mir-5350 microRNA precursor family,Gene; miRNA;
RF03954,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8993,mir-8993 microRNA precursor family,Gene; miRNA;
RF03956,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-737,mir-737 microRNA precursor family,Gene; miRNA;
RF03957,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-5856,mir-5856 microRNA precursor family,Gene; miRNA;
RF03958,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-959,mir-959 microRNA precursor family,Gene; miRNA;
RF03959,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-303,mir-303 microRNA precursor family,Gene; miRNA;
RF03960,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-6644,mir-6644 microRNA precursor family,Gene; miRNA;
RF03961,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-9033,mir-9033 microRNA precursor family,Gene; miRNA;
RF03962,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-958,mir-958 microRNA precursor family,Gene; miRNA;
RF03963,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2996,mir-2996 microRNA precursor family,Gene; miRNA;
RF03965,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8927,mir-8927 microRNA precursor family,Gene; miRNA;
RF03966,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-76,mir-76 microRNA precursor family,Gene; miRNA;
RF03967,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1270,mir-1270 microRNA precursor family,Gene; miRNA;
RF03968,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8934,mir-8934 microRNA precursor family,Gene; miRNA;
RF03969,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-622,mir-622 microRNA precursor family,Gene; miRNA;
RF03970,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2766,mir-2766 microRNA precursor family,Gene; miRNA;
RF03971,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3572,mir-3572 microRNA precursor family,Gene; miRNA;
RF03972,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3150,mir-3150 microRNA precursor family,Gene; miRNA;
RF03973,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-5615,mir-5615 microRNA precursor family,Gene; miRNA;
RF03975,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-5881,mir-5881 microRNA precursor family,Gene; miRNA;
RF03976,Eukaryota+Viridiplantae/Eukaryota,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (57.14%), Eukaryota:Metazoa (28.57%)",MIR898,MIR898 microRNA precursor family,Gene; miRNA;
RF03977,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-976,mir-976 microRNA precursor family,Gene; miRNA;
